tipo_inmueble,titulo,precio_mxn,recamaras,banos,m2,colonia,ubicacion,publicado_reciente,url
Edificio,,9800000,,,420,Mártires De Río Blanco,"Mártires De Río Blanco, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5347080730-venta-de-edificio-en-martires-de-rio-blanco-gustavo-a-madero-_JM
Edificio,Venta Edificio 10 Ambientes Constitución De La República,4600000,,6,422,Av. Atzacoalco,"Av. Atzacoalco, 83, Constitución De La República, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4754184080-venta-edificio-10-ambientes-constitucion-de-la-republica-_JM
Casa,Casa Con Uso De Suelo Mixto En El Corazon De Lindavista,9500000,,3,200,Montiel 222,"Montiel 222, Lindavista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2935152663-casa-con-uso-de-suelo-mixto-en-el-corazon-de-lindavista-_JM
Bodega,,5500000,,3,370,Av. Rio De Los Remedios 939,"Av. Rio De Los Remedios 939, La Candelaria Ticoman, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2691667825-bodega-con-casa-en-venta-en-ticoman-gustavo-a-madero-_JM
Casa,,4300000,12,6,411,1a. Cda. Mexilamaco Mz 32 Lt 13,"1a. Cda. Mexilamaco Mz 32 Lt 13, Palmatitla, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5030318192-venta-de-casa-en-palmatitla-gustavo-a-madero-cdmx-_JM
Edificio,Venta Edificios Lindavista Sur T-df0217-0079,12000000,,,490,SULLANA,"SULLANA, Lindavista Sur, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2782080589-venta-edificios-lindavista-sur-t-df0217-0079-_JM
Departamento,Venta Departamentos 7 De Noviembre T-df0219-0097,2300000,2,1,51,PORTUGAL,"PORTUGAL, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5188520022-venta-departamentos-7-de-noviembre-t-df0219-0097-_JM
Departamento,Departamento Moderno En Vida Victoria,2625459,2,1,49,Avenida Ferrocarril Hidalgo 1375,"Avenida Ferrocarril Hidalgo 1375, Bondojito, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4785637274-departamento-moderno-en-vida-victoria-amenidades-premium-_JM
Casa,,10900000,8,6,514,Venta DE Casa EN  Gustavo  A Madero Colonia Lindaviista,"Venta DE Casa EN  Gustavo  A Madero Colonia Lindaviista, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5237255072-casa-gustavo-a-madero-_JM
Bodega,Venta Bodega 2 Ambientes Santa Isabel Tola,8000000,,2,558,Caca,"Caca, 29, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5248680244-venta-bodega-2-ambientes-santa-isabel-tola-_JM
Departamento,,3000000,2,2,60,Misterios 218,"Misterios 218 ,vallejo, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5205809252-departamento-en-venta-en-colonia-vallejo-_JM
Local Comercial,,1350000,,1,27,Calz. De Guadalupe,"Calz. De Guadalupe, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2794967795-local-en-venta-en-vallejo-gustavo-a-madero-cdmx-_JM
Local Comercial,,1350000,,1,27,Calz. De Guadalupe,"Calz. De Guadalupe, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5058134970-local-en-venta-en-vallejo-gustavo-a-madero-cdmx-_JM
Departamento,,1800000,2,1,50,Av. San Juan De Aragón 600,"Av. San Juan De Aragón 600, Constitución De La República, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2945624917-departamento-en-venta-en-san-juan-de-aragon-_JM
Local Comercial,,1350000,,1,27,Calz. De Guadalupe,"Calz. De Guadalupe, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4941501720-local-en-venta-en-vallejo-gustavo-a-madero-cdmx-_JM
Local Comercial,,1350000,,1,27,Calz. De Guadalupe,"Calz. De Guadalupe, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5030573996-local-en-venta-en-vallejo-gustavo-a-madero-cdmx-_JM
Bodega,,5500000,,3,370,Av. Rio De Los Remedios 939,"Av. Rio De Los Remedios 939, La Candelaria Ticoman, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2945581813-bodega-con-casa-en-venta-en-ticoman-gustavo-a-madero-_JM
Casa,Casa En Guadalupe Tepeyac,8690000,4,5,123,Guadalupe Tepeyac SN,"Guadalupe Tepeyac SN, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-3777186248-casa-en-guadalupe-tepeyac-_JM
Departamento,Departamento Moderno En Vida Victoria,3003600,2,1,49,Avenida Ferrocarril Hidalgo 1375,"Avenida Ferrocarril Hidalgo 1375, Bondojito, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2945582839-departamento-moderno-en-vida-victoria-amenidades-premium-_JM
Terreno,,7000000,,,205,Eduardo Molina 3508,"Eduardo Molina 3508, La Joya, Gustavo A. Madero, 07890 Ciudad De México, CDMX, Mexico, La Joya, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2520196465-terreno-en-venta-sobre-eduardo-molina-_JM
Departamento,Venta Departamentos Dm Nacional T-df0234-0043,1300000,2,1,60,VASCO DE QUIROGA,"VASCO DE QUIROGA, DM Nacional, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4996658938-venta-departamentos-dm-nacional-t-df0234-0043-_JM
Casa,,9700000,4,4,254,Moctezuma,"Moctezuma, Aragón La Villa(Aragón), Ciudad De México, Aragón La Villa, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2943470091-casadepartamentolocal-en-venta-en-zona-estrategica-_JM
Casa,Venta Casas Granjas Modernas T-df0234-0038,3500000,4,2,160,CASAS ALEMAN,"CASAS ALEMAN, Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4837465136-venta-casas-granjas-modernas-t-df0234-0038-_JM
Casa,Casa Producto Con 4 Departamentos  Excelente Ubicación En Cdmx,4600000,1,1,297,Nueva Tenochtitlan,"Nueva Tenochtitlan, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4766329690-casa-producto-con-4-departamentos-excelente-ubicacion-en-cdmx-_JM
Edificio,Venta Edificios Aragon Inguaran T-df0234-0031,9000000,12,,350,TEMACA,"TEMACA, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4996720278-venta-edificios-aragon-inguaran-t-df0234-0031-_JM
Departamento,,1700000,2,1,49,Padre Juan Bosco,"Padre Juan Bosco, Vasco De Quiroga, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2811229953-departamento-en-venta-en-vasco-de-quiroga-gustavo-a-madero-cdmx-_JM
Terreno,,160000000,,,7901,Gustavo A. Madero,"Gustavo A. Madero, Mexico City, Barrio Candelaria Ticomán, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5058267966-excelente-terreno-en-venta-con-construccion-poligono-con-doble-acceso-_JM
Departamento,,2766500,2,1,58,Vallejo,"Vallejo, Mexico City, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4973709406-departamento-en-venta-en-vallejo-se-acepta-credito-infonavit-credito-bancario-y-efectivo-informes-55-8642-76048-_JM
Departamento,Venta Departamentos Estrella T-df0207-0061,2700000,2,2,60,TALISMAN,"TALISMAN, Estrella, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2705311339-venta-departamentos-estrella-t-df0207-0061-_JM
Terreno,Venta Terreno En Mendelssohn Vallejo,38950000,,,1016,Mendelssohn,"Mendelssohn, Vallejo, Ciudad De México, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2443431957-venta-terreno-en-mendelssohn-vallejo-_JM
Casa,,5100000,4,2,168,De La Neblina 1 - 300,"De La Neblina 1 - 300, Acueducto De Guadalupe, Ciudad De México, Acueducto De Guadalupe, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2878123935-casa-en-venta-colonia-acueducto-de-guadalupe-_JM
Departamento,,1650000,2,1,51,Puerto Oporto,"Puerto Oporto, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5178859272-departamento-en-venta-en-san-juan-de-aragon-en-la-gam-_JM
Casa,,5750000,4,5,256,Nte. 3,"Nte. 3, Panamericana, Ciudad De México, Panamericana, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2907742761-casa-en-venta-colonia-panamericana-gustavo-a-madero-_JM
Departamento,,4200000,3,3,90,Residencial Zacatenco,"Residencial Zacatenco, Mexico City, Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4772697370-departamento-en-venta-en-zacatenco-gustavo-a-madero-_JM
Casa,Venta Casas Granjas Modernas T-df0234-0042,6500000,4,2,334,NORTE 70,"NORTE 70, Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4996720208-venta-casas-granjas-modernas-t-df0234-0042-_JM
Departamento,Departamentos Con Estacionamiento En Preventa,2775000,2,1,72,Oniquina 6225,"Oniquina 6225, Aragón Inguaran, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5376519326-departamentos-con-estacionamiento-en-preventa-gam-_JM
Departamento,Venta Departamentos La Purisima Ticoman T-df0213-0061,2490000,3,2,85,BLVD DEL TEMOLUCO,"BLVD DEL TEMOLUCO, La Purísima Ticoman, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5291772278-venta-departamentos-la-purisima-ticoman-t-df0213-0061-_JM
Departamento,Venta Departamentos Pradera Ii Seccion T-df0238-0050,1600000,3,1,64,AV CONSTITUCION DE LA REPUBLICA,"AV CONSTITUCION DE LA REPUBLICA, Pradera II Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5332135996-venta-departamentos-pradera-ii-seccion-t-df0238-0050-_JM
Terreno,Venta Terreno 0 Ambiente Nueva Tenochtitlán,6400000,,,192,Avenida Eduardo Molina,"Avenida Eduardo Molina, 4701, Nueva Tenochtitlan, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2757168795-venta-terreno-0-ambiente-nueva-tenochtitlan-_JM
Departamento,,2031100,2,1,50,Luis De La Rosa,"Luis De La Rosa, Constitución De La República, Ciudad De México, Constitución De La República, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2798265229-preventa-departamentos-50m2-metro-martin-carrera-_JM
Departamento,Venta Departamentos Nueva Industrial Vallejo T-df0257-0015,1800000,2,1,58,CALZ. VALLEJO,"CALZ. VALLEJO, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2917167637-venta-departamentos-nueva-industrial-vallejo-t-df0257-0015-_JM
Terreno,Venta Terreno 0 Ambiente 7 De Noviembre,6700000,,,220,RIO CONSULADO,"RIO CONSULADO, 1796, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5107684386-venta-terreno-0-ambiente-7-de-noviembre-_JM
Casa,Venta Casas San Juan De Aragon I Seccion T-df0237-0021,4700000,8,5,360,AV. 523,"AV. 523, San Juan De Aragón I Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5315089176-venta-casas-san-juan-de-aragon-i-seccion-t-df0237-0021-_JM
Local Comercial,Venta Local Comercial 0 Ambiente San Pedro Zacatenco,300000000,,,1500,Calz. Ticomán,"Calz. Ticomán, 480, San Pedro Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5251775826-venta-local-comercial-0-ambiente-san-pedro-zacatenco-_JM
Departamento,Venta Departamento 2 Ambientes Aragón La Villa,2508000,2,2,50,Alberto Herrera 75,"Alberto Herrera 75, Aragón La Villa(Aragón),, 131, Aragón La Villa, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2733697065-venta-departamento-2-ambientes-aragon-la-villa-_JM
Terreno,Venta Terreno 2 Ambientes San Bartolo Atepehuacan,6800000,,,309,Ricarte,"Ricarte, 659, San Bartolo Atepehuacan, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4755898692-venta-terreno-2-ambientes-san-bartolo-atepehuacan-_JM
Departamento,Venta Departamentos 7 De Noviembre T-df0219-0100,1200000,2,1,47,PEDRO MORENO,"PEDRO MORENO, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5199990162-venta-departamentos-7-de-noviembre-t-df0219-0100-_JM
Casa,,3300000,3,2,240,Prof. Pablo Moreno,"Prof. Pablo Moreno, Gabriel Hernández, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5057729846-casa-en-venta-en-ampl-gabriel-hernandez-gustavo-a-madero-_JM
Casa,,4650000,3,2,420,Camino De La Prosperidad,"Camino De La Prosperidad, Campestre Aragón, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-5030316886-casa-en-venta-en-campestre-aragon-gustavo-a-madero-cdmx-_JM
Departamento,Departamento Enfrente Del Politécnico Nal,4671600,2,2,65,Av Instituto Politécnico Nacional 1923A,"Av Instituto Politécnico Nacional 1923A, Lindavista, Ciudad De México, Lindavista, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2897293329-departamento-enfrente-del-politecnico-nal-_JM
Bodega,,12500000,,,250,Tezozómoc,"Tezozómoc, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5178978840-bodega-en-venta-en-colonia-santa-isabel-tola-alcaldia-gustavo-a-madero-cdmx-_JM
Terreno,,33890000,,,355,5 De Mayo,"5 De Mayo, Nueva Atzacoalco, Gustavo A. Madero, Distrito Federal",True,https://terreno.mercadolibre.com.mx/MLM-5378484702-terreno-en-venta-en-nueva-atzacoalco-_JM
Casa,Venta Casas Industrial T-df0215-0090,7900000,5,5,220,GRAL. POPO,"GRAL. POPO, Industrial, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2723936365-venta-casas-industrial-t-df0215-0090-_JM
Terreno,"Terreno Comercial Venta En Colonia Industrial, Misterios, Ctv634581",7200000,,,208,Industrial,"Industrial, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2522528479-terreno-comercial-venta-en-colonia-industrial-misterios-ctv634581-_JM
Local Comercial,Venta Locales Comerciales Guadalupe Tepeyac T-df0219-0079,2300000,,,20,AV. ING. BASILISO ROMO ANGUIANO,"AV. ING. BASILISO ROMO ANGUIANO, Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2686977497-venta-locales-comerciales-guadalupe-tepeyac-t-df0219-0079-_JM
Terreno,Venta Terrenos 7 De Noviembre T-df0219-0075,4600000,,,98,ESTAÑO,"ESTAÑO, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2687171755-venta-terrenos-7-de-noviembre-t-df0219-0075-_JM
Local Comercial,Venta Locales Comerciales Vallejo T-df0236-0016,1400000,,,20,SMETANA,"SMETANA, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-4694062574-venta-locales-comerciales-vallejo-t-df0236-0016-_JM
Terreno,Venta Terrenos Vallejo T-df0236-0022,13850000,,,400,LEON CAVALLO,"LEON CAVALLO, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4693611362-venta-terrenos-vallejo-t-df0236-0022-_JM
Terreno,,7000000,,,360,Calzada De Los Misterios,"Calzada De Los Misterios, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2856966711-terreno-habitacional-en-venta-en-vallejo-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,4900000,3,2,98,Residencial Zacatenco,"Residencial Zacatenco, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5186792292-departamento-en-venta-lindavista-_JM
Terreno,Venta Terreno 0 Ambiente Nueva Industrial Vallejo,23000000,,,1087,Uranio,"Uranio, 289, Nueva Industrial Vallejo, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5228285520-venta-terreno-0-ambiente-nueva-industrial-vallejo-_JM
Terreno,Se Vende Terreno Excelente  Lugar Estratégico Para Negocio,3290000,,,200,San Felipe De Jesús,"San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",True,https://terreno.mercadolibre.com.mx/MLM-5376472050-se-vende-terreno-excelente-lugar-estrategico-para-negocio-_JM
Casa,Venta Casas Lindavista Sur T-df0217-0103,6750000,2,2,340,COBAN,"COBAN, Lindavista Sur, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2833997889-venta-casas-lindavista-sur-t-df0217-0103-_JM
Local Comercial,,395000,,,12,Strauss 66,"Strauss 66, Vallejo, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2742823419-local-en-venta-en-colonia-vallejo-ciudad-de-mexico-_JM
Casa,,90000000,1,1,10,San José Ticomán,"San José Ticomán, Gustavo A. Madero, Ciudad De México, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2834109153-terreno-en-venta-san-jose-ticoman-gustavo-a-madero-_JM
Departamento,,5930000,3,2,100,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2865157803-departamento-en-venta-lindavista-_JM
Terreno,Se Vende Terreno Excelente  Lugar Estratégico Para Negocio,3290000,,,200,San Felipe De Jesús,"San Felipe De Jesús, Gustavo A. Madero, Distrito Federal",True,https://terreno.mercadolibre.com.mx/MLM-5376953126-se-vende-terreno-excelente-lugar-estrategico-para-negocio-_JM
Departamento,,4480000,2,2,91,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5187034478-departamento-en-venta-lindavista-_JM
Terreno,,12500000,,,570,Tezozómoc,"Tezozómoc, Santa Isabel Tola, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2943084009-terreno-en-venta-en-colonia-santa-isabel-tola-alcaldia-gustavo-a-madero-cdmx-_JM
Terreno,,7500000,,,278,Godard,"Godard, Guadalupe Victoria, Gustavo A. Madero, Distrito Federal",True,https://terreno.mercadolibre.com.mx/MLM-2946107489-terreno-en-venta-en-guadalupe-victoria-_JM
Terreno,,6900000,,,160,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-5185220418-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Edificio,,6500000,,,512,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5186855228-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Terreno,,6200000,,,160,Guadalupe Tepeyac,"Guadalupe Tepeyac, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-2909328337-terreno-con-proyecto-arquitectonico-ubicado-en-la-ciudad-de-mexico-_JM
Departamento,Venta De Departamento En Lindavista,5990000,6,3,138,CALI 627,"CALI 627, Lindavista, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-5107293202-venta-de-departamento-en-lindavista-_JM
Terreno,,50000000,,,589,Siete De Noviembre,"Siete De Noviembre, Mexico City, 7 De Noviembre, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4100184514-terreno-en-venta-en-av-rio-consulado-colonia-7-de-noviembre-_JM
Bodega,,19000000,,,877,MARTIN CARRERA 156,"MARTIN CARRERA 156, Martín Carrera, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5030339494-bodega-en-venta-martin-carrera-gustavo-a-madero-cdmx-_JM
Bodega,,19000000,,,877,MARTIN CARRERA 156,"MARTIN CARRERA 156, Martín Carrera, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-5022682060-bodega-en-venta-martin-carrera-gustavo-a-madero-cdmx-_JM
Terreno,,13500000,,,301,Rio Consulado,"Rio Consulado, San Juan De Aragón II Sección, Gustavo A. Madero, Distrito Federal",True,https://terreno.mercadolibre.com.mx/MLM-5378484780-venta-de-terreno-gustavo-a-madero-_JM
Bodega,,19000000,,,877,MARTIN CARRERA 156,"MARTIN CARRERA 156, Martín Carrera, Gustavo A. Madero, Distrito Federal",False,https://inmueble.mercadolibre.com.mx/MLM-2760658667-bodega-en-venta-martin-carrera-gustavo-a-madero-cdmx-_JM
Terreno,Venta De Terreno En Lindavista,17380000,,,535,Cali 702,"Cali 702, Lindavista, Gustavo A. Madero, 07300 Ciudad De México, CDMX, Mexico, Colonia Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-4846799200-venta-de-terreno-en-lindavista-_JM
Casa,,7000000,3,4,161,Av 300 - 600,"Av 300 - 600, San Juan De Aragón I Secc, Ciudad De México, San Juan De Aragón, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5402568226-casa-en-venta-cerca-del-aeropuerto-_JM
Casa,,7500000,3,2,320,La Joya,"La Joya, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5393023198-vendo-casa-en-la-gustavo-a-madero-_JM
Departamento,,907680,2,1,53,Lindavista Vallejo II Sección,"Lindavista Vallejo II Sección, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2608213945-lindavista-vallejo-departamento-venta-gustavo-madero-cdmx-_JM
Departamento,,1478000,3,1,70,La Patera Vallejo,"La Patera Vallejo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2608165151-unidad-la-patera-departamento-venta-gustavo-a-madero-cdmx-_JM
Departamento,Industrial Vallejo Departamento Venta Gam Cdmx,630000,2,1,60,Industrial,"Industrial, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395539840-industrial-vallejo-departamento-venta-gam-cdmx-_JM
Casa,,1241000,3,1,61,La Pradera 1a Sección,"La Pradera 1a Sección, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5395492194-la-pradera-casa-venta-gustavo-a-madero-cdmx-_JM
Departamento,,1880000,3,1,69,Av. Chalmita,"Av. Chalmita, Zona Escolar Oriente, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4835618958-venta-departamento-_JM
Casa,,2928000,4,2,217,Ampliación Providencia,"Ampliación Providencia, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5395503686-ampliacion-providencia-casa-venta-gustavo-madero-cdmx-_JM
Casa,,4000000,6,3,,Avenida 589,"Avenida 589, San Juan De Aragón III Sección, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2894635981-casa-en-san-juan-de-aragon-iii-seccion-gustavo-a-madero-con-6-recamaras-224-m-id-161784-_JM
Departamento,,856422,2,1,46,El Arbolillo,"El Arbolillo, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2779182383-el-arbolillo-iii-croc-departamento-venta-gustavo-a-madero-cdmx-_JM
Casa,Amplia Casa Familiar Lindavista,8900000,5,2,297,Payta,"Payta, Lindavista Sur, Ciudad De México, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2940756749-amplia-casa-familiar-lindavista-_JM
Casa,,8900000,5,2,297,Payta 725,"Payta 725, Lindavista, Ciudad De México, Lindavista Sur, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2940756453-casa-lindavista-5-recamaras-_JM
Departamento,,1200000,2,1,48,Carr. Tenayuca Chalmita 50,"Carr. Tenayuca Chalmita 50, Arbolillo II, Ciudad De México, El Arbolillo II CROC, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2940747855-departamento-en-venta-tel5636024140-_JM
Terreno,,2596094,,,492,La Laguna Ticoman,"La Laguna Ticoman, Gustavo A. Madero, Distrito Federal",False,https://terreno.mercadolibre.com.mx/MLM-3770638440-santa-maria-ticoman-terreno-venta-gustavo-madero-cdmx-_JM
Casa,,2300000,3,2,240,Santiago Atepetlac,"Santiago Atepetlac, Gustavo A. Madero, Distrito Federal",True,https://casa.mercadolibre.com.mx/MLM-5395540186-santiago-atepetlac-casa-residencial-venta-gustavo-a-madero-cdmx-_JM
Casa,,4500000,4,3,387,Zona Escolar,"Zona Escolar, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4476289040-zona-escolar-gustavo-a-madero-cdmx-casa-en-venta-_JM
Departamento,,1083300,2,1,59,Santiago Atepetlac,"Santiago Atepetlac, Gustavo A. Madero, Distrito Federal",True,https://departamento.mercadolibre.com.mx/MLM-5395492056-santiago-atepetlac-departamento-en-venta-gustavo-a-madero-cdmx-_JM
Casa,,7875000,3,3,214,Lindavista Norte,"Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4587954592-lindavista-casa-venta-gustavo-madero-cdmx-_JM
Casa,,3600000,3,2,233,Providencia,"Providencia, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-4632991256-la-providencia-gustavo-a-madero-cdmx-casa-en-venta-_JM
Departamento,,2090000,2,1,81,Granjas Modernas,"Granjas Modernas, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-2608429395-granjas-modernas-departamento-venta-gustavo-madero-cdmx-_JM
Casa,,12900000,4,2,440,Manizales 0,"Manizales 0, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://casa.mercadolibre.com.mx/MLM-2845865615-casa-en-venta-en-colonia-lindavista-norte-gustavo-a-madero-ciudad-de-mexico-_JM
Departamento,,4700000,2,1,194,Chosica 655,"Chosica 655, Lindavista Norte, Gustavo A. Madero, Distrito Federal",False,https://departamento.mercadolibre.com.mx/MLM-4837300266-departamento-en-venta-en-colonia-lindavista-norte-gustavo-a-madero-ciudad-de-mexico-_JM
