SKU,Titulo,Renta_MXN,Area_m2,Recamaras,Banos,Estacionamientos,Ubicacion,Alcaldia,Pagina_Origen,URL
RENTOLA-6889,departamento de 2 habitaciones de 80 m² en Ciudad de México,11000,138,2,0,1,"Paseo de Girasol, Colonia Verano, 14275 Mexico City, CMX, Mexico",14275 Mexico City,16,https://rentola.mx/listings/departamento-amueblado-en-planta-baja-en-renta-en-col-primavera-tlalpan-p5d6889
RENTOLA-4,departamento de 2 habitaciones de 62 m² en Ciudad de México,11000,177,2,0,1,"Calle 47 10, General Ignacio Zaragoza, 15730 Mexico City, Mexico",General Ignacio Zaragoza,16,https://rentola.mx/listings/departamento-col-general-ignacio-zaragoza-p9968c4
RENTOLA-13,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,16,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=13
RENTOLA-12,¡Ups!,0,0,0,0,0,N/A,CDMX,16,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=12
RENTOLA-986722,casa de 2 habitaciones de 63 m² en Ciudad de México,8000,127,2,0,0,"Calle Joaquín Velázquez de León 63, San Rafael, 11370 Mexico City, Mexico",San Rafael,16,https://rentola.mx/listings/casa-en-renta-san-rafael-cuauhtemoc-cdmx-p174afc
RENTOLA-908022,departamento de 2 habitaciones de 45 m² en Ciudad de México,13000,289,2,0,0,"Polanco, 11490 Mexico City, CMX, Mexico",Polanco,16,https://rentola.mx/listings/departamento-en-renta-en-cuauhtemoc-pensil-miguel-hidalgo-ciudad-de-mexico-p0e472a
RENTOLA-0,departamento de 3 habitaciones de 240 m² en Ciudad de México,65000,271,3,0,1,"Avenida Mazatlán 59, Condesa, 06140 Mexico City, CMX, Mexico",Condesa,16,https://rentola.mx/listings/espacio-luz-y-ubicacion-privilegiada-en-mazatlan-pf65fe0
RENTOLA-145910,1 habitación de 9m² en Ciudad de México,4500,500,1,0,1,"Camino Real a Belén, Colonia Sears Roebuck, 01120 Mexico City, CMX, Mexico",01120 Mexico City,16,https://rentola.mx/listings/rec-amueblada-x-observatorio-p19268e
RENTOLA-352673,1 habitación de 9m² en Ciudad de México,4700,522,1,0,0,"Calle 11, Moctezuma 1ª. Sección, 15500 Mexico City, CMX, Mexico",15500 Mexico City,16,https://rentola.mx/listings/recamara-con-bano-propio-cerca-del-aicm-y-camara-de-diputados-p352673
RENTOLA-98,1 habitación de 13m² en Ciudad de México,6800,523,1,0,0,"Privada Rinconada de los Poetas, Unidad Habitacional Villa Panamericana, 04700 Mexico City, CMX, Mexico",04700 Mexico City,16,https://rentola.mx/listings/habitacion-en-depa-compartido-en-el-sur-cerca-estadio-azteca-gran-sur-pc2de98
RENTOLA-21,casa de 2 habitaciones de 45 m² en Ciudad de México,7500,167,2,0,0,"Calle Pomarrosa, Colonia San Bernabé, 02830 Mexico City, Mexico",Colonia San Bernabé,16,https://rentola.mx/listings/casa-en-renta-nueva-santa-maria-azcapotzalco-pd4fa21
RENTOLA-42,1 habitación de 9m² en Ciudad de México,3000,333,1,0,0,"Calle Venecia, Colonia San Álvaro, 02090 Mexico City, CMX, Mexico",02090 Mexico City,16,https://rentola.mx/listings/cuarto-de-servicio-en-renta-azcapotzalco-planta-baja-p763d42
RENTOLA-995610,departamento de 1 habitación de 15 m² en Ciudad de México,5800,387,1,0,0,"Escuela Secundaria Diurna No. 34 Eugenia León Puig, Calle Altamira 923, Colonia Miravalle, 03580 Mexico City, Mexico",Colonia Miravalle,16,https://rentola.mx/listings/departamento-col-miravalle-p12206a
RENTOLA-2,1 habitación de 20m² en Ciudad de México,6500,325,1,0,1,"Bar de Vinos Chidos, Calle Choapan 381, Condesa, 06100 Mexico City, Mexico",Condesa,16,https://rentola.mx/listings/condesa-centrico-seguro-solo-mujeres-pafeae2
RENTOLA-283730,departamento de 2 habitaciones de 75 m² en Ciudad de México,19000,253,2,0,0,"Calle Cerro del Hombre, Colonia Copilco Universidad ISSSTE, 04310 Mexico City, CMX, Mexico",04310 Mexico City,16,https://rentola.mx/listings/departamento-col-romero-de-terreros-p896aee
RENTOLA-168634,departamento de 2 habitaciones de 80 m² en Ciudad de México,16000,200,2,0,1,"Calle Hacienda de Xalpa, Coapa, 04960 Mexico City, Mexico",Coapa,16,https://rentola.mx/listings/departamento-en-renta-hacienda-xalpa-16-coapa-villa-quietud-ciudad-de-mexico-cdmx-mexico-p32722d
RENTOLA-888067,departamento de 1 habitación de 55 m² en Ciudad de México,5500,100,1,0,1,"Calle Yucalpetén, Colonia Héroes de Padierna, 14200 Mexico City, Mexico",Colonia Héroes de Padierna,17,https://rentola.mx/listings/departamento-en-renta-colonia-heroes-de-padierna-tlalpan-cdmx-p9092be
RENTOLA-924631,casa de 4 habitaciones de 130 m² en Ciudad de México,17000,131,4,0,0,"Andador 12, Colonia Narciso Mendoza Súper Manzana 3 Villa Coapa, 14390 Mexico City, CMX, Mexico",14390 Mexico City,17,https://rentola.mx/listings/casa-col-narciso-mendoza-p284ecf
RENTOLA-586742,1 habitación de 14m² en Ciudad de México,2500,179,1,0,0,"Calle Manuel María Contreras, San Rafael, 06470 Mexico City, CMX, Mexico",06470 Mexico City,17,https://rentola.mx/listings/cuarto-en-renta-san-rafael-azotea-c023-p7c389b
RENTOLA-676807,1 habitación de 14m² en Ciudad de México,7499,536,1,0,1,"Calle San Felipe, Colonia Xoco, 03330 Mexico City, Mexico",Colonia Xoco,17,https://rentola.mx/listings/experimenta-el-vivir-en-un-oasis-en-el-sur-de-la-ciudad-p0bcfda
RENTOLA-1,departamento de 1 habitación de 50 m² en Ciudad de México,7000,140,1,0,0,"Avenida Ingeniero Alfredo Robles Domínguez, Colonia Vallejo La Patera, 07870 Mexico City, Mexico",Colonia Vallejo La Patera,17,https://rentola.mx/listings/departamento-en-renta-vallejo-gustavo-a-madero-p65c5a1
RENTOLA-150613,departamento de 1 habitación de 24 m² en Ciudad de México,5900,246,1,0,0,"Calle Arneses, Colonia Progreso del Sur, 09810 Mexico City, Mexico",Colonia Progreso del Sur,17,https://rentola.mx/listings/departamento-col-minerva-p4cbc5d
RENTOLA-390498,departamento de 3 habitaciones de 130 m² en Ciudad de México,20000,154,3,0,0,"Avenida Colonia del Valle, Insurgentes San Borja, 03100 Mexico City, CMX, Mexico",03100 Mexico City,17,https://rentola.mx/listings/una-joya-a-tu-alcance-departamento-con-toda-la-onda-de-la-condesa-y-roma-p390498
RENTOLA-180635,departamento de 2 habitaciones de 55 m² en Ciudad de México,14000,255,2,0,0,"Calle Cerro Alfa, Coyoacán, 04310 Mexico City, CMX, Mexico",Coyoacán,17,https://rentola.mx/listings/departamento-col-cuadrante-de-san-francisco-p9e26fe
RENTOLA-0,departamento de 2 habitaciones de 200 m² en Ciudad de México,6000,30,2,0,0,"Calle Veracruz 63, Condesa, 06140 Mexico City, CMX, Mexico",Condesa,17,https://rentola.mx/listings/penthouse-veracruz-roma-norte-pe56cc0
RENTOLA-14,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,17,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=14
RENTOLA-13,¡Ups!,0,0,0,0,0,N/A,CDMX,17,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=13
RENTOLA-181782,departamento de 2 habitaciones de 74 m² en Ciudad de México,17600,238,2,0,0,"Avenida Vasco de Quiroga, El Cuernito, 01250 Mexico City, Mexico",El Cuernito,17,https://rentola.mx/listings/departamento-en-renta-camino-a-santa-fe-606-boscoso-ciudad-de-mexico-cdmx-mexico-pdc236b
RENTOLA-47,departamento de 2 habitaciones de 46 m² en Ciudad de México,12700,276,2,0,1,"Oxxo, Calle Cañito 39, San Diego Ocoyac, 11290 Mexico City, Mexico",San Diego Ocoyac,17,https://rentola.mx/listings/departamento-en-renta-calle-canito-col-san-diego-ocoyoacac-pe91e47
RENTOLA-505264,departamento de 1 habitación de 21 m² en Ciudad de México,6500,310,1,0,0,"Centro, Mexico City, Mexico",Centro,17,https://rentola.mx/listings/peru-43-depto-18-col-centro-p7a048e
RENTOLA-9,departamento de 2 habitaciones de 60 m² en Ciudad de México,8000,133,2,0,1,"unnamed road, Unidad Habitacional La Colmena, 09170 Mexico City, Mexico",Unidad Habitacional La Colmena,17,https://rentola.mx/listings/departamento-en-renta-santa-martha-acatitla-iztapalapa-pdb39e9
RENTOLA-3,casa de 3 habitaciones de 200 m² en Ciudad de México,20000,100,3,0,0,"Parroquia de Nuestra Señora de Fátima, Calle Teniente José Espinosa Fuentes 507, Colonia Escuadrón 201, 09060 Mexico City, CMX, Mexico",09060 Mexico City,17,https://rentola.mx/listings/casa-col-escuadron-201-p7825e3
RENTOLA-924621,departamento de 2 habitaciones de 50 m² en Ciudad de México,7900,158,2,0,1,"unnamed road, Colonia Gutiérrez Nájera, 13300 Mexico City, CMX, Mexico",13300 Mexico City,17,https://rentola.mx/listings/departamento-en-renta-pa7e45d
RENTOLA-20584,departamento de 3 habitaciones de 145 m² en Ciudad de México,40000,276,3,0,1,"Calle Iglesia 270, San Ángel, 01090 Mexico City, Mexico",San Ángel,17,https://rentola.mx/listings/departamento-en-renta-iglesia-270-sn-angel-la-otra-banda-alvaro-obregon-ciudad-de-mexico-01090-mex-pa20584
RENTOLA-492641,casa de 2 habitaciones de 120 m² en Ciudad de México,22400,187,2,0,1,"Calle San León, Conjunto Buenavista, 04600 Mexico City, Mexico",Conjunto Buenavista,17,https://rentola.mx/listings/casa-en-renta-san-leon-santa-ursula-coapa-pgal-de-santa-ursula-coapa-ciudad-de-mexico-cdmx-mexico-p40a9fc
RENTOLA-672,1 habitación de 29m² en Ciudad de México,15000,517,1,0,0,"Avenida Ejército Nacional Oriente 209, Verónica Anzures, 11300 Mexico City, CMX, Mexico",11300 Mexico City,17,https://rentola.mx/listings/busco-roomie-para-compartir-departamento-increible-en-hares-polanco-pa6e672
RENTOLA-42,departamento de 2 habitaciones de 62 m² en Ciudad de México,9850,159,2,0,0,"unnamed road, Colonia Hipódromo Textil, 02100 Mexico City, Mexico",Colonia Hipódromo Textil,18,https://rentola.mx/listings/renta-de-departamento-condominio-03-croc-iii-tlalnepantla-de-baz-pa4ef42
RENTOLA-621133,departamento de 3 habitaciones de 158 m² en Ciudad de México,16500,104,3,0,1,"Boulevard del Temoluco, Colonia Los Remedios, 07670 Mexico City, Mexico",Colonia Los Remedios,18,https://rentola.mx/listings/departamento-en-renta-residencial-acueducto-de-guadalupe-gustavo-a-madero-pd4a6ef
RENTOLA-581,departamento de 2 habitaciones de 53 m² en Ciudad de México,7000,132,2,0,1,"Emiliano Zapata, Guadalupe Yecahuizotl, 13100 Mexico City, Mexico",Guadalupe Yecahuizotl,18,https://rentola.mx/listings/departamento-en-renta-emiliano-zapata-santiago-santa-catarina-yecahuitzotl-cdmx-mexico-p70c581
RENTOLA-51,departamento de 4 habitaciones de 110 m² en Ciudad de México,13500,123,4,0,1,"Privada Plaza Mitla, Colonia INFONAVIT Culhuacán Zona 1, 04440 Mexico City, CMX, Mexico",04440 Mexico City,18,https://rentola.mx/listings/departamento-col-culhuacan-ctm-seccion-v-p91de51
RENTOLA-0,departamento de 2 habitaciones de 69 m² en Ciudad de México,41000,594,2,0,1,"Calle Juan de la Barrera 120, Condesa, 06140 Mexico City, Mexico",Condesa,18,https://rentola.mx/listings/departamento-en-renta-condesa-cuauhtemoc-cdmx-p1155d0
RENTOLA-226586,1 habitación de 16m² en Ciudad de México,8000,500,1,0,0,"Calle Francisco Díaz Covarrubias 53, San Rafael, 06470 Mexico City, CMX, Mexico",06470 Mexico City,18,https://rentola.mx/listings/rento-habitacion-p55d27e
RENTOLA-453068,departamento de 1 habitación de 50 m² en Ciudad de México,8000,160,1,0,0,"Calle Sisal, Colonia Sector 17, 14100 Mexico City, CMX, Mexico",14100 Mexico City,18,https://rentola.mx/listings/departamento-col-pedregal-de-san-nicolas-1a-seccion-pc142cb
RENTOLA-879251,departamento de 3 habitaciones de 101 m² en Ciudad de México,20500,203,3,0,1,"Calle Odesa, Colonia Portales Sur, 03300 Mexico City, Mexico",Colonia Portales Sur,18,https://rentola.mx/listings/departamento-col-portales-sur-p879251
RENTOLA-727289,departamento de 2 habitaciones de 65 m² en Ciudad de México,17000,262,2,0,1,"Calle Nueva York, Del Valle, 03810 Mexico City, Mexico",Del Valle,18,https://rentola.mx/listings/departamento-en-renta-calle-nueva-york-33-b-edif-e-napoles-benito-juarez-ciudad-de-mexico-03810-mex-p7289eb
RENTOLA-531022,departamento de 2 habitaciones de 150 m² en Ciudad de México,5500,37,2,0,1,"Calle Pedro Calderón de la Barca 71, Polanco, 11540 Mexico City, Mexico",Polanco,18,https://rentola.mx/listings/pent-house-en-renta-150m2-amueblado-cerca-de-parque-lincoln-nuevo-p8bdafc
RENTOLA-2,departamento de 2 habitaciones de 160 m² en Ciudad de México,50000,313,2,0,0,"Calle Mexicali 40, Condesa, 06100 Mexico City, CMX, Mexico",Condesa,18,https://rentola.mx/listings/garden-house-en-renta-condesa-p17adc2
RENTOLA-979347,casa de 1 habitación de 27 m² en Ciudad de México,6500,241,1,0,0,"Calle Pomarrosa, Colonia San Bernabé, 02830 Mexico City, Mexico",Colonia San Bernabé,18,https://rentola.mx/listings/casa-en-renta-nueva-santa-maria-azcapotzalco-p5aefdf
RENTOLA-15,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,18,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=15
RENTOLA-14,¡Ups!,0,0,0,0,0,N/A,CDMX,18,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=14
RENTOLA-81,departamento de 2 habitaciones de 52 m² en Ciudad de México,10000,192,2,0,0,"Calle Smetana, Colonia Vallejo La Patera, 07870 Mexico City, Mexico",Colonia Vallejo La Patera,18,https://rentola.mx/listings/departamento-col-vallejo-p4d4b81
RENTOLA-66,departamento de 1 habitación de 13 m² en Ciudad de México,4500,346,1,0,1,"Iztapalapa, Mexico City, Mexico",Iztapalapa,18,https://rentola.mx/listings/recamara-con-bano-propio-a-unos-pasos-del-metro-culhuacan-p0f2d66
RENTOLA-6169,departamento de 3 habitaciones de 82 m² en Ciudad de México,15000,183,3,0,1,"unnamed road, Barrio Nextengo, 02070 Mexico City, CMX, Mexico",02070 Mexico City,18,https://rentola.mx/listings/se-renta-departamento-en-av-centenario-p2f6169
RENTOLA-0104,departamento de 1 habitación de 18 m² en Ciudad de México,9800,544,1,0,0,"El Rey De Los Mariscos, Avenida Chapultepec 464, Condesa, 06700 Mexico City, Mexico",Condesa,18,https://rentola.mx/listings/departamento-col-roma-norte-p6f0104
RENTOLA-865,1 habitación de 17m² en Ciudad de México,5500,324,1,0,0,"Calle Lago Cuitzeo 46, Anahuác 2ª Sección, 11320 Mexico City, CMX, Mexico",11320 Mexico City,18,https://rentola.mx/listings/se-busca-roomie-p71e865
RENTOLA-9,1 habitación de 15m² en Ciudad de México,4800,320,1,0,0,"Cerrada de la Romería, Presidentes, 01450 Mexico City, Mexico",Presidentes,18,https://rentola.mx/listings/busco-roomie-a-15-minutos-de-mixcoac-o-barranca-del-muerto-pff72f9
RENTOLA-68095,departamento de 3 habitaciones de 400 m² en Ciudad de México,10000,25,3,0,1,"Embassy of France, Avenida Campos Elíseos 339, Polanco, 11560 Mexico City, CMX, Mexico",Polanco,19,https://rentola.mx/listings/departamento-ph-en-renta-torre-nivada-polanco-pf68095
RENTOLA-900017,departamento de 1 habitación de 180 m² en Ciudad de México,4800,27,1,0,0,"Calle Espuelas 32, Colonia Ampliación Piloto Adolfo López Mateos, 01430 Mexico City, Mexico",Colonia Ampliación Piloto Adolfo López Mateos,19,https://rentola.mx/listings/se-renta-cuarto-en-colina-del-sur-p90677a
RENTOLA-7,casa de 3 habitaciones de 256 m² en Ciudad de México,25000,98,3,0,0,"Calle Xaltocan, Colonia Belén, 16070 Mexico City, Mexico",Colonia Belén,19,https://rentola.mx/listings/casa-en-renta-calle-xaltocan-xaltocan-xochimilco-ciudad-de-mexico-16090-mex-p6a90d7
RENTOLA-89907,departamento de 1 habitación de 60 m² en Ciudad de México,6000,100,1,0,1,"Cafeleería, Calzada Taxqueña 1832-B, Colonia San Francisco Culhuacán, 04260 Mexico City, Mexico",Colonia San Francisco Culhuacán,19,https://rentola.mx/listings/departamento-en-renta-paseos-de-taxquena-coyoacan-cdmx-pc89907
RENTOLA-8,departamento de 1 habitación de 12 m² en Ciudad de México,4200,350,1,0,0,"Calzada de Tlalpan, Colonia Belisario Domínguez Sección XVI, 14080 Mexico City, Mexico",Tlalpan,19,https://rentola.mx/listings/departamento-en-renta-calzada-de-tlalpan-5031-tlalpan-centro-ii-ciudad-de-mexico-cdmx-mexico-pc446d8
RENTOLA-15,departamento de 2 habitaciones de 34 m² en Ciudad de México,11000,324,2,0,1,"Jardín de Niños Eva Sámano de López Mateos, Guerrero, San Simón Tolnáhuac, 06920 Mexico City, Mexico",San Simón Tolnáhuac,19,https://rentola.mx/listings/departamento-renta-en-unidad-habitacional-tlatelolco-p14ec15
RENTOLA-59,casa de 3 habitaciones de 100 m² en Ciudad de México,12500,125,3,0,1,"unnamed road, Colonia Lomas Estrella, 09890 Mexico City, Mexico",Colonia Lomas Estrella,19,https://rentola.mx/listings/casa-en-renta-lomas-estrella-iztapalapa-p4f6f59
RENTOLA-296867,departamento de 3 habitaciones de 83 m² en Ciudad de México,34000,410,3,0,1,"Calle San Felipe, Colonia Xoco, 03330 Mexico City, Mexico",Colonia Xoco,19,https://rentola.mx/listings/departamento-en-renta-city-towers-grand-avenida-popocatepetl-xoco-ciudad-de-mexico-cdmx-mexico-pf0c02f
RENTOLA-985683,casa de 2 habitaciones de 85 m² en Ciudad de México,13900,164,2,0,1,"Calle Porto Alegre, Colonia Chilero II, 09440 Mexico City, Mexico",Colonia Chilero II,19,https://rentola.mx/listings/casa-en-renta-calle-porto-alegre-el-retooo-iztapalapa-ciudad-de-mexico-09440-mex-pff158b
RENTOLA-180912,departamento de 1 habitación de 13 m² en Ciudad de México,5500,423,1,0,1,"Calle Pedro Calderón de la Barca 71, Polanco, 11540 Mexico City, Mexico",Polanco,19,https://rentola.mx/listings/pent-house-en-renta-150m2-amueblado-cerca-de-parque-lincoln-nuevo-pcc962c
RENTOLA-120536,departamento de 2 habitaciones de 65 m² en Ciudad de México,15000,231,2,0,1,"Napoleón 23, Narvarte, 03510 Mexico City, CMX, Mexico",03510 Mexico City,19,https://rentola.mx/listings/departamento-col-moderna-p229dcb
RENTOLA-9,1 habitación de 12m² en Ciudad de México,3800,317,1,0,0,"Calle Oriente 65 A, Asturias, 06850 Mexico City, CMX, Mexico",06850 Mexico City,19,https://rentola.mx/listings/habitacion-individual-para-dama-pc96fa9
RENTOLA-951806,1 habitación de 21m² en Ciudad de México,6800,324,1,0,1,"El Botanero, Calle Lucas Alamán 44bis, Obrera, 06800 Mexico City, CMX, Mexico",06800 Mexico City,19,https://rentola.mx/listings/habitacion-amueblada-con-todos-los-servicios-rommie-pe79dca
RENTOLA-184517,departamento de 2 habitaciones de 43 m² en Ciudad de México,10500,244,2,0,0,"Avenida Presidente Plutarco Elías Calles, Colonia Zacahuitzco, 09440 Mexico City, CMX, Mexico",09440 Mexico City,19,https://rentola.mx/listings/departamento-col-zacahuitzco-p5f7b4e
RENTOLA-62631,casa de 2 habitaciones de 120 m² en Ciudad de México,12500,104,2,0,1,"Calle Conkal 442, Colonia Torres de Padierna, 14209 Mexico City, Mexico",Colonia Torres de Padierna,19,https://rentola.mx/listings/casa-en-condominio-en-renta-calle-conkal-347-347-pedregal-de-san-nicolas-cuarta-seccion-tlalpan-ciudad-de-mexico-14100-mex-pa62631
RENTOLA-16,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,19,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=16
RENTOLA-15,¡Ups!,0,0,0,0,0,N/A,CDMX,19,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=15
RENTOLA-24,departamento de 2 habitaciones de 70 m² en Ciudad de México,37000,529,2,0,1,"Calle Iztaccihuatl 17, Condesa, 06760 Mexico City, Mexico",Condesa,19,https://rentola.mx/listings/departamento-en-renta-hipodromo-condesa-cuauhtemoc-cdmx-pe7ee24
RENTOLA-562917,1 habitación de 31m² en Ciudad de México,9900,319,1,0,0,"Calle Bahía de Pescadores 11, Verónica Anzures, 11300 Mexico City, CMX, Mexico",11300 Mexico City,19,https://rentola.mx/listings/anzures-rento-recamara-amueblada-p72271f
RENTOLA-3,departamento de 1 habitación de 45 m² en Ciudad de México,7500,167,1,0,0,"Calle Mariano Abasolo, Colonia Maestros de Iztacalco, 08800 Mexico City, CMX, Mexico",Iztacalco,19,https://rentola.mx/listings/departamento-col-santiago-p50cee3
RENTOLA-24,1 habitación de 15m² en Ciudad de México,4900,327,1,0,0,"Escuela Primaria General Lázaro Cárdenas, Calle Club América, Colonia Villa Lázaro Cárdenas, 14370 Mexico City, CMX, Mexico",14370 Mexico City,20,https://rentola.mx/listings/confortable-habitacion-tlalpan-coyoacan-p93dc24
RENTOLA-624642,1 habitación de 17m² en Ciudad de México,9300,547,1,0,0,"Avenida Ejército Nacional Mexicano, Polanco, 11560 Mexico City, CMX, Mexico",Polanco,20,https://rentola.mx/listings/se-renta-habitacion-en-ejercito-nacional-p70258e
RENTOLA-852296,departamento de 4 habitaciones de 278 m² en Ciudad de México,4459,16,4,0,1,"Plaza Scotiabank, Calle Monte Elbruz 264, Polanco, 11000 Mexico City, CMX, Mexico",Polanco,20,https://rentola.mx/listings/quiet-4-bed-4-bath-apartment-in-polanco-p926d2a
RENTOLA-33315,casa de 4 habitaciones de 37 m² en Ciudad de México,12000,324,4,0,1,"unnamed road, Las Águilas, 01759 Mexico City, Mexico",Las Águilas,20,https://rentola.mx/listings/casa-en-renta-san-angel-inn-alvaro-obregon-cdmx-pc33315
RENTOLA-11,departamento de 3 habitaciones de 152 m² en Ciudad de México,29000,191,3,0,1,"San Ángel by Agatha, Avenida Insurgentes Sur 2239, San Ángel, 01090 Mexico City, Mexico",San Ángel,20,https://rentola.mx/listings/departamento-en-renta-avenida-insurgentes-sur-2239-tizapan-san-angel-san-angel-ciudad-de-mexico-cdmx-mexico-pb8df11
RENTOLA-0,departamento de 1 habitación de 40 m² en Ciudad de México,23000,575,1,0,1,"Calle Veracruz 93, Condesa, 06140 Mexico City, Mexico",Condesa,20,https://rentola.mx/listings/departamento-en-renta-avenida-veracruz-93-condesa-cuauhtemoc-ciudad-de-mexico-06140-mex-p4902c0
RENTOLA-743375,departamento de 2 habitaciones de 71 m² en Ciudad de México,21000,296,2,0,1,"Calle Veracruz 151, San Ángel, 01080 Mexico City, Mexico",San Ángel,20,https://rentola.mx/listings/departamento-en-renta-veracruz-151-lomas-de-san-angel-inn-ciudad-de-mexico-cdmx-mexico-p76d1eb
RENTOLA-66,departamento de 1 habitación de 12 m² en Ciudad de México,5000,417,1,0,0,"unnamed road, Colonia Copilco IV, 04369 Mexico City, CMX, Mexico",04369 Mexico City,20,https://rentola.mx/listings/departamento-col-pedregal-de-santo-domingo-p7c8a66
RENTOLA-8,departamento de 1 habitación de 78 m² en Ciudad de México,5500,71,1,0,1,"Calle Río Atoyac, Cuauhtémoc, 06500 Mexico City, Mexico",Cuauhtémoc,20,https://rentola.mx/listings/en-renta-ritz-carlton-branded-residence-no-4802-pd879e8
RENTOLA-7,casa de 1 habitación de 40 m² en Ciudad de México,5300,133,1,0,0,"Avenida Ricardo Flores Magón, Guerrero, 06900 Mexico City, Mexico",Guerrero,20,https://rentola.mx/listings/casa-en-renta-nonoalco-tlatelolco-cuauhtemoc-cdmx-pb557f7
RENTOLA-319395,departamento de 1 habitación de 42 m² en Ciudad de México,10700,255,1,0,0,"Avenida Cerro de las Torres, Colonia Campestre Churubusco, 04200 Mexico City, Mexico",Colonia Campestre Churubusco,20,https://rentola.mx/listings/departamento-en-renta-avenida-cerro-de-las-torres-302-306-campestre-churubusco-coyoacan-ciudad-de-mexico-04200-mex-p4a365e
RENTOLA-0,departamento de 2 habitaciones de 95 m² en Ciudad de México,16600,175,2,0,1,"Prolongación Santa Tecla, Colonia Copilco III, 04330 Mexico City, Mexico",Colonia Copilco III,20,https://rentola.mx/listings/departamento-en-renta-pde69c0
RENTOLA-502230,departamento de 2 habitaciones de 160 m² en Ciudad de México,47500,297,2,0,1,"Condesa, 06140 Mexico City, Mexico",Condesa,20,https://rentola.mx/listings/departamento-en-renta-en-condesa-cuauhtemoc-ciudad-de-mexico-p2b1fcc
RENTOLA-841536,departamento de 1 habitación de 50 m² en Ciudad de México,5000,100,1,0,0,"Calle Chabacano, Colonia La Palma, 14476 Mexico City, Mexico",Colonia La Palma,20,https://rentola.mx/listings/departamento-en-renta-viveros-coatectlan-tlalpan-cdmx-p841536
RENTOLA-046644,departamento de 2 habitaciones de 77 m² en Ciudad de México,15000,195,2,0,1,"Paseo de las Bugambilias, Colonia Paraje 38, 14275 Mexico City, Mexico",Colonia Paraje 38,20,https://rentola.mx/listings/departamento-en-renta-amueblado-en-tlalpan-zona-picacho-ajusco-p046644
RENTOLA-46618,casa de 2 habitaciones de 140 m² en Ciudad de México,15500,111,2,0,1,"Privada Cuauhtémoc, Colonia Santa María Tepepan, 16020 Mexico City, CMX, Mexico",Cuauhtémoc,20,https://rentola.mx/listings/casa-col-santa-maria-tepepan-pc46618
RENTOLA-98,departamento de 2 habitaciones de 34 m² en Ciudad de México,10950,322,2,0,1,"unnamed road, Unidad Cuitláhuac, 02540 Mexico City, Mexico",Tláhuac,20,https://rentola.mx/listings/departamento-en-renta-nueva-santa-maria-azcapotzalco-p260e98
RENTOLA-17,Viviendas en renta en Ciudad de México,0,0,0,0,0,N/A,CDMX,20,https://rentola.mx/renta?location=ciudad-de-mexico&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=17
RENTOLA-16,¡Ups!,0,0,0,0,0,N/A,CDMX,20,https://rentola.mx/en/for-rent?location=mexico-city&property_types=room&property_types=house&property_types=apartment&property_types=studio&page=16
RENTOLA-46,departamento de 3 habitaciones de 67 m² en Ciudad de México,12500,187,3,0,1,"unnamed road, Colonia Azcapotzalco 2000, 02420 Mexico City, Mexico",Azcapotzalco,20,https://rentola.mx/listings/departamento-en-renta-avenida-manuel-salazar-230-ex-el-rosario-azcapotzalco-ciudad-de-mexico-02420-mex-p05aa46
RENTOLA-745382,departamento de 1 habitación de 36 m² en Ciudad de México,5800,161,1,0,0,"Cerrada San Miguel, Xalapa, 05710 Mexico City, Mexico",Xalapa,21,https://rentola.mx/listings/habitacion-amueblada-en-renta-con-servicios-incluidos-en-xalpa-cuajimalpa-p745382
RENTOLA-5065,1 habitación de 17m² en Ciudad de México,9000,529,1,0,0,"Calle Saltillo 19, Condesa, 06100 Mexico City, CMX, Mexico",Condesa,21,https://rentola.mx/listings/saltillo-15-condesa-ubicadisimo-pca5065
RENTOLA-969577,departamento de 3 habitaciones de 100 m² en Ciudad de México,16000,160,3,0,1,"Calle Central, Coapa, 04800 Mexico City, CMX, Mexico",04800 Mexico City,21,https://rentola.mx/listings/departamento-col-alianza-popular-revolucionaria-paafd9c
RENTOLA-5,departamento de 2 habitaciones de 40 m² en Ciudad de México,7000,175,2,0,0,"Calle Toscanos, Presidentes, 01160 Mexico City, Mexico",Presidentes,21,https://rentola.mx/listings/departamento-col-maria-g-de-garcia-ruiz-p8397d5
